"TABLE_NAME","FIELD_NAME","FIELD_TYPE_SQL","FIELD_LENGTH","FIELD_DESC"
"QBE","xReportingGroup","SMALLINT","2",""
"QBE","Published","BOOLEAN","1",""
"QBE","APIKey","GUID","16",""
"QBE","CallBack","GUID","16",""
"QBECategory","IDX","AUTOINC","4",""
"QBECategory","Description","SHORTSTRING","51",""
"QBECategory","Context","INTEGER","4",""
"QBECategory","Import","BOOLEAN","1",""
"QBECategory","MenuMode","BYTE","1","TQBEMenuMode = (qmmFileMenuHosted, qmmFileMenuPopup, qmmTopMenuHosted, qmmTopMenuPopup)"
"REPORTS","Menuno","AUTOINC","4","Menuno"
"REPORTS","MenuName","SHORTSTRING","51","MenuName"
"REPORTS","FileName","SHORTSTRING","61","FileName"
"REPORTS","Form","CHARACTER VARYING","51","Form"
"REPORTS","PageNo","INTEGER","4","PageNo"
"REPORTS","xMasterRecord","INTEGER","4",""
"REPORTS","MasterTableMasterField","SHORTSTRING","51","For RecordSelection"
"REPORTS","xSampleRecord","INTEGER","4","For Previewing Filtered Reports in the Designer"
"REPORTS","Printers","CHARACTER LARGE OBJECT","8","Empty = Default Printer"
"REPORTS","xReportingGroup","SMALLINT","2","0 = All Groups else looks up ReportingGroups.IDX"
"REPORTS","SortOrder","INTEGER","4","SortOrder"
"REPORTS","PreReportPlugin","SHORTSTRING","51",""
"REPORTS","xQBE","INTEGER","4","Lookup to QBE table allowing SQL to be executed BEFORE report is run"
"REPORTS","PrintFilterTypeEnum","SHORTSTRING","51","TPrintingFilterType elements as strings"
"REPORTS","ReportOutputType","SHORTINT","1","TReportOutput"
"REPORTS","Published","BOOLEAN","1",""
"REPORTS","ReportType","SHORTINT","1","TReportType"
"REPORTS","rbFolderID","INTEGER","4","lookup to "
"REPORTS","rbItemSize","INTEGER","4",""
"REPORTS","rbItemType","INTEGER","4",""
"REPORTS","rbModified","TIMESTAMP","8",""
"REPORTS","rbDeleted","BOOLEAN","1",""
"REPORTS","rbTemplate","CHARACTER LARGE OBJECT","8",""
"REPORTS","rbRestoreFolder","INTEGER","4",""
"REPORTS","rbVersionNo","SMALLINT","2",""
"REPORTS","ExportFileType","BYTE","1",""
"REPORTS","CustomExportFormatClass","SHORTSTRING","51","Class that manages custom export formats"
"REPORTS","ExportFileName","SHORTSTRING","51","Used for email and export file names"
"REPORTS","ExportFilePath","SHORTSTRING","256",""
"REPORTS","ExportFileCustomSettings","CHARACTER LARGE OBJECT","8",""
"REPORTS","ReportClass","SMALLINT","2","See TReportClass"
"REPORTS","CRUpgraded","BOOLEAN","1","only set to true by the Crystal Report NX Upgrade app"
"REPORTS","ReportLocale","BYTE","1","see TReportLocale"
"REPORTS","AuoFixMode","BYTE","1","TReportAutoFixMode = (ramNone, ramPreview, ramFile)"
"REPORTS","TemplateBackup","CHARACTER LARGE OBJECT","8",""
"RepairStatus","IDX","AUTOINC","4",""
"RepairStatus","StatusDescription","SHORTSTRING","51",""
"RepairStatus","Archived","BOOLEAN","1",""
"ReportingGroups","UID","AUTOINC","4",""
"ReportingGroups","Name","SHORTSTRING","51",""
"ReportingGroupsLkp","ReportID","SMALLINT","2",""
"ReportingGroupsLkp","ReportingGroupID","SMALLINT","2",""
"ReservedItems","IDX","AUTOINC","4",""
"ReservedItems","xItemRef","INTEGER","4",""
"ReservedItems","xLineRef","INTEGER","4",""
"ReservedItems","xEqlistID","INTEGER","4",""
"ReservedItems","xCreatedBy","INTEGER","4",""
"ReservedItems","xCreatedDate","TIMESTAMP","8",""
"ReservedItems","xRemovedBy","INTEGER","4",""
"ReservedItems","xRemovedDate","TIMESTAMP","8",""
"ReservedItems","xCarnetScan","INTEGER","4",""
"RestrictedUserAccess","Idx","AUTOINC","4",""
"RestrictedUserAccess","UserRestrictionType","BYTE","1","TUserRestrictionType"
"RestrictedUserAccess","xRecordID","INTEGER","4","link to Jobs table etc key field"
"RestrictedUserAccess","xUserID","INTEGER","4","link to Users table key field"
"Rules","SiteId","INTEGER","4","SiteId"
"Rules","xDefaultRentalTax","INTEGER","4","DefaultRentalTax"
"Rules","xDefaultSalesTax","INTEGER","4","DefaultSalesTax"
"Rules","xDefaultCrewTax","INTEGER","4","DefaultCrewTax"
"Rules","xDefaultTransportTax","INTEGER","4","DefaultTransportTax"
"Rules","xDefaultCostsTax","INTEGER","4","Default Costs Tax"
"Rules","CanEditJobRefs","BOOLEAN","1","CanEditJobRefs"
"Rules","CanEditListRefs","BOOLEAN","1","CanEditListRefs"
"Rules","DefaultRentalNominal","INTEGER","4","DefaultRentalNominal"
"Rules","DefaultSalesNominal","INTEGER","4","DefaultSalesNominal"
"Rules","DefaultCrewNominal","INTEGER","4","DefaultCrewNominal"
"Rules","DefaultTransportNominal","INTEGER","4","DefaultTransportNominal"
"Rules","DefaultPurchaseNominal","INTEGER","4","DefaultPurchaseNominal"
"Rules","RequireInvoiceNominals","BOOLEAN","1","RequireInvoiceNominals"
"Rules","RequirePurchasedNominals","BOOLEAN","1","RequirePurchasedNominals"
"Rules","Address1Required","BOOLEAN","1","Address1Required"
"Rules","AddressTownRequired","BOOLEAN","1","AddressTownRequired"
"Rules","AddressStateRequired","BOOLEAN","1","AddressStateRequired"
"Rules","AddressPostCodeRequired","BOOLEAN","1","AddressPostCodeRequired"
"Rules","AddressPhoneRequired","BOOLEAN","1","AddressPhoneRequired"
"Rules","AddressEmailRequired","BOOLEAN","1","AddressEmailRequired"
"Rules","AddressRulesCompanyOnly","BOOLEAN","1","AddressRulesCompanyOnly"
"Rules","DisableReturnAll","BOOLEAN","1","DisableReturnAll"
"Rules","AutoCalcReplaceValues","BOOLEAN","1","AutoCalcReplaceValues"
"Rules","SMTP_Address","SHORTSTRING","51","SMTP_Address"
"Rules","SMTP_Port","INTEGER","4","SMTP_Port"
"Rules","SMTP_AuthorisationType","SMALLINT","2","SMTP_AuthorisationType"
"Rules","CrewPayFromOrdersOnly","BOOLEAN","1","CrewPayFromOrdersOnly"
"Rules","ExtraHireDays","BOOLEAN","1","ExtraHireDays"
"Rules","DefaultJobPeriod","SMALLINT","2","DefaultJobPeriod"
"Rules","DefaultJobStatus","SMALLINT","2","DefaultJobStatus"
"Rules","DefaultEqlistStatus","SMALLINT","2","DefaultEqlistStatus"
"Rules","AutoJobLockStatus","SMALLINT","2","AutoJobLockStatus"
"Rules","ScanOnly","BOOLEAN","1","ScanOnly"
"Rules","InvoiceConsumablesMethod","SMALLINT","2","InvoiceConsumablesMethod"
"Rules","DefaultInvoicingOptions","CHARACTER LARGE OBJECT","8","TInvoicingOptions"
"Rules","DefaultOrderingOptions","CHARACTER LARGE OBJECT","8",""
"Rules","xDefaultAccountStatus","SMALLINT","2",""
"Rules","TaxRoundingMethod","INTEGER","4","TaxRoundingMethod"
"Rules","SpareInteger2","INTEGER","4","DefaultCompanyPaymentTerms"
"Rules","SpareInteger3","INTEGER","4","DefaultCompanyPurchaseTerms"
"Rules","DefaultFreeTextCat","INTEGER","4",""
"Rules","AlwaysUseDefaultFreeTextCat","BOOLEAN","1",""
"Rules","DoServicingChecks","BOOLEAN","1",""
"Rules","DoTestingChecks","BOOLEAN","1",""
"Rules","AllowWareHouseAddedKit","BOOLEAN","1",""
"Rules","ChargeForWarehouseAddedKit","BYTE","1","TAddedKitCharging"
"Rules","AllowScansToPropagate","BOOLEAN","1",""
"Rules","UseActiveDirectory","BOOLEAN","1",""
"Rules","CaseSensitiveAuthentication","BOOLEAN","1",""
"Rules","CRMDefaultCloseDays","SMALLINT","2",""
"Rules","WarehouseMode","BYTE","1","TWarehouseMode"
"Rules","UseExternalInvoiceRefs","BOOLEAN","1",""
"Rules","UseExternalIPORefs","BOOLEAN","1",""
"Rules","TaskMonitors","BIGINT","8",""
"Rules","DefaultJobStartTime","TIME","4",""
"Rules","DefaultJobEndTime","TIME","4",""
"Rules","LateReturnDays","INTEGER","4",""
"Rules","LinkedToSite1","BOOLEAN","1",""
"Rules","OptimisticWarehouseIssues","BOOLEAN","1",""
"Rules","RestrictedPrepBayStatuses","BOOLEAN","1",""
"Rules","DefaultReportLocale","BYTE","1","see TReportLocale"
"Rules","AutoRoadCaseHandling","BOOLEAN","1",""
"Rules","xAntiFraudAction","BYTE","1",""
"Rules","AntiFraudAveragePercent","DECIMAL","8",""
"Rules","AntiFraudMaxPercent","DECIMAL","8",""
"Rules","AntiFraudMode","BYTE","1"," TAntiFraudMode = (afmFailOne, afmFailAll)"
"Rules","xVenueCommission","INTEGER","4",""
"Rules","VenueCommissionText","SHORTSTRING","51",""
"Rules","JobInvoicedToleranceAmount","DOUBLE PRECISION","8",""
"Rules","CommissionOnSelectedOnly","BOOLEAN","1",""
"Rules","EquipmentCosts","BYTE","1",""
"Rules","FreeTextMaxDiscount","FLOAT","4",""
"Rules","AutoRoadCaseNumberMethod","BYTE","1",""
"Rules","ScannerFeedBackType","BYTE","1",""
"Rules","JobLoansWarnOnReturn","BYTE","1",""
"Rules","ParkScanIssuesOnGlobalReturn","BYTE","1",""
"Rules","AllowNextStageWarehouseOps","BOOLEAN","1",""
"Rules","PrepOnlyIfAvailable","BYTE","1","see TPrepOnlyIfAvailable = (poiaOFF, poiaPrompt, poiaBlock)"
"Rules","PriorityAvailabilityAllocation","BOOLEAN","1","Allow user to allocate a Qty to be guaranteed for a booking list"
"Rules","DefaultRepairDays","INTEGER","4",""
"Rules","IMAPServer","SHORTSTRING","51","Default IMAP Server"
"Rules","IMAPPort","SHORTSTRING","6","Default IMAP Port"
"Rules","IMAP_TLS","SHORTINT","1","Default IMAP TLS"
"Rules","IMAP_SSL","SHORTINT","1","Default IMAP SSL"
"Rules","RentalCostsAsMisc","BOOLEAN","1","Costs"
"Rules","PreserveLineDiscounts","BOOLEAN","1",""
"Rules","IMAP_Rules","INTEGER","4",""
"Rules","PricedAliasMethod","BYTE","1",""
"Rules","SalesCostsPriority","BYTE","1","TSalesCostsPriority = (scmAuditList, scmAuditOrdersList, scmOrdersAuditList)"
"Rules","RAM_WarningLimit","INTEGER","4",""
"Rules","RAM_WarningMessage","CHARACTER LARGE OBJECT","8",""
"Rules","ReurnWarehouseMismatchOption","BYTE","1","TReturnsWarehouseRule = (rwmNone, rwmReturnToHome,
rwmReturnToHomeButChangeCurrentWarehouse, rwmTransferStock);"
"Rules","QuotesRequireAuthorization","BOOLEAN","1",""
"Rules","QuotesAuthorizationLimitA","MONEY","8",""
"Rules","QuotesAuthorizationLimitB","MONEY","8",""
"Rules","QuotesAuthorizationLimitC","MONEY","8",""
"Rules","QuotesAuthorizationLimitD","MONEY","8",""
"Rules","SubhireWizardPriceCompare","BOOLEAN","1",""
"Rules","JobCommissionFromVenue","BOOLEAN","1",""
"Rules","ExtendedInfoByQBE","BIGINT","8","see TExtendedInfoByQBE, the definition of which will grow over time"
"Rules","AutoNextStageWarehouseOperation","WORD","2","see TAutoNextStageWarehouseOperation, a list of ops note stages where closing the form should process next stage"
"Rules","GlobalReturnsAutoReturnJobLoans","BOOLEAN","1","If Current Warehouse is borrower then perform Loan Return; if donor then Loan Return and Receive Back"
"Rules","PrePackEditorOnCheckIn","BOOLEAN","1","legacy column, replaced by ReadyPreppedOptions"
"Rules","CompositesCanBePrepModified","BOOLEAN","1","Allows warehouse staff to redefine component quantities and adjust Master barcode components in a Prep Note"
"Rules","BrandingImage","IMAGE","8","Your logo to brand HireTrack NX"
"Rules","ScreenLogoMethod","SHORTINT","1","Normal = 0, Stretch = 1; P.Stetch = 2, Fit = 3, Fill =4"
"Rules","CustomRules","BYTE","1",""
"Rules","AutoReturnFromPrepHoursBuffer","INTEGER","4","The number of hours since an item''s dispatch time (scan), after which it can be assumed to have left the building and won''t be"
"Rules","NewCrewing","BOOLEAN","1","Determines whether a Job works with the new Crewing module by default"
"Rules","DefaultCrewShift1Start","TIME","4","Default for Crew Request"
"Rules","DefaultCrewShift1End","TIME","4","Default for Crew Request"
"Rules","CrewAffinityJobLink","BYTE","1","TCrewAffinityJobLink = (cajlJobSalesPerson, cajlJobHandler);"
"Rules","CrewChargeAmountNominal","INTEGER","4","Nominal code for enhanced crewing Shift charges"
"Rules","CrewChargePDsNominal","INTEGER","4","Nominal code for enhanced crewing PD charges"
"Rules","CrewChargeTravelNominal","INTEGER","4","Nominal code for enhanced crewing Travel charges"
"Rules","CrewChargeOvertimeNominal","INTEGER","4","Nominal code for enhanced crewing Overtime charges"
"Rules","CrewChargeAccomNominal","INTEGER","4","Nominal code for enhanced crewing Accommodation charges"
"Rules","CrewPayAmountNominal","INTEGER","4","Nominal code for enhanced crewing Shift Pay"
"Rules","CrewPayPDsNominal","INTEGER","4","Nominal code for enhanced crewing PD Pay"
"Rules","CrewPayTravelNominal","INTEGER","4","Nominal code for enhanced crewing Travel Pay"
"Rules","CrewPayOvertimeNominal","INTEGER","4","Nominal code for enhanced crewing Overtime Pay"
"Rules","CrewPayAccomNominal","INTEGER","4","Nominal code for enhanced crewing Accommodation costs"
"Rules","OpsNoteEqlistFieldVisiblity","BYTE","1","TOpsNoteEqlistFieldVisiblities = set of TOpsNoteEqlistFieldVisiblity =(oefvHeaderNotes1, oefvHeaderNotes2, oefvLineNotes)"
"Rules","StandAloneScanningAutoReturnWithFeedback","BYTE","1","TStandAloneScanningAutoReturnWithFeedbacks = set of TStandAloneScanningAutoReturnWithFeedback =(sasawfPrePackMaster, sasawfWareh"
"Rules","SMTP_Provider","BYTE","1","TEmailProvider = (epCustom, epGoogle, epMicrosoft, epHotmail, epYahoo); // Hotmail & Yahoo are domestic services and not support"
"Rules","IMAP_Provider","BYTE","1","TEmailProvider = (epCustom, epGoogle, epMicrosoft, epHotmail, epYahoo); // Hotmail & Yahoo are domestic services and not support"
"Rules","XMLInvoicing","BYTE","1","TXMLInvoicing = (xiNone, xiZugFerd); // extensible, e.g might need xiXRechnung (i.e. pure XML file send, not PDF hybrid, which i"
"Rules","StrictLocationScanning","BYTE","1","TStrictLocationScanning = (slsRelaxed, slsStrict, slsTransfer, slsUserSelects)"
"Rules","JobCommissionMode","BYTE","1","TJobCommissionMode = (jcmAsInvoiceDiscount, jcmAsVenuePurchaseCost, jcmAsClientPurchaseCost)"
"Rules","AddressCountryRequired","BOOLEAN","1","forces user to fill in, but not via table ""constraint"""
"Rules","ReadyPreppedOptions","BYTE","1","set of TPrePackOption = (ppoPrePackEditorOnCheckIn, ppoCloseCaseOnPrepScan, ppoEmptyCaseOnDispatch)"
"SORT","Lineref","AUTOINC","4","Lineref"
"SORT","Linecode","DWORD","4","Linecode"
"SORT","Type","INTEGER","4","Type"
"SORT","Quant","INTEGER","4","Quant"
"SORT","Xcat","INTEGER","4","Xcat"
"SORT","Eqlno","INTEGER","4","Eqlno"
"SORT","Virt","BOOLEAN","1","Virt"
"SORT","D1","TIMESTAMP","8","D1"
"SORT","D2","TIMESTAMP","8","D2"
"SORT","Alloc","INTEGER","4","Alloc - Discount (legacy)"
"SORT","Defcon","SMALLINT","2","Defcon"
"SORT","Subhire","BOOLEAN","1","Subhire"
"SORT","ListType","BYTE","1"," TWarehouseActivity = (waHires, waJobSubhires, waGlobalSubhires, waJobTransfers,



  waGlobalTransfers,   waVirtualWarehous"
"SORT","Daily","MONEY","8",""
"SORT","DailyMultiplier","FLOAT","4",""
"SORT","PreDiscount","MONEY","8","PreDiscount"
"SORT","Discount","FLOAT","4",""
"SORT","Price","MONEY","8","Price"
"SORT","InvoicedTotal","MONEY","8",""
"SORT","Invoiced","BOOLEAN","1",""
"SORT","Notes","CHARACTER LARGE OBJECT","8","Notes"
"SORT","Slink1","SMALLINT","2","Slink1"
"SORT","Slink2","SMALLINT","2","Returning To Warehouse"
"SORT","sectionID","INTEGER","4",""
"SORT","xFreeText","INTEGER","4",""
"SORT","SortOrder","FLOAT","4",""
"SORT","RecType","INTEGER","4",""
"SORT","xGUID","GUID","16",""
"SORT","LoansInQty","INTEGER","4",""
"SORT","SubHiredQty","INTEGER","4",""
"SORT","CarnetQty","INTEGER","4","Effectively a Pre-Prep field"
"SORT","PreppedQty","INTEGER","4",""
"SORT","Out","INTEGER","4","Out"
"SORT","Back","INTEGER","4","Back"
"SORT","CheckedInQty","INTEGER","4",""
"SORT","UnitWeight","FLOAT","4",""
"SORT","UnitValue","MONEY","8",""
"SORT","oldLineRef","INTEGER","4",""
"SORT","NotBack","BOOLEAN","1",""
"SORT","xLateEqlno","INTEGER","4",""
"SORT","xTransferInWarehouse","INTEGER","4","warehouse that is borrowing kit"
"SORT","xTransferToLine","INTEGER","4","For Job Loans point to the borrowing line; for extensions point to the original
rental line"
"SORT","ChargeQuantity","INTEGER","4",""
"SORT","xRepairStatus","SMALLINT","2",""
"SORT","Reserved","INTEGER","4",""
"SORT","Allocated","INTEGER","4","First come first served availablity"
"SORT","AnticipatedCostPrice","MONEY","8","For SALES Lists a UNIT COST from the Hetype AcquisitionCost fields; for RENTAL
Lists the TOTAL Extra costs for supplying the eq"
"SORT","CurrentCostPrice","MONEY","8","For SALES Lists a UNIT COST calculated from the average cost of the audit trail
records that will be used to fulfill this sale "
"SORT","xLastModifiedBy","INTEGER","4",""
"SORT","LastModified","TIMESTAMP","8",""
"SORT","Flagged","BOOLEAN","1","Allows the user to mark records for particular attention"
"SORT","xSubhireEarmarkFor","INTEGER","4","for earmarked for subhiring again records this links to LineRef of original booking record"
"SORT","SnapshotAV","INTEGER","4","the availability of record when it was created. Null if xSubhireEarmarkFor is assigned"
"SORT","SnapshotAVView","INTEGER","4","TAvailabilityView = (avJobQuotePlus, avHpAVPlusAndCurrentList, avHpConfirmedPlusAndCurrentList, avOff, avFromNoteBook), i.e. wha"
"SORT","CreatedOn","TIMESTAMP","8",""
"SORT","WarehouseNotes","CHARACTER LARGE OBJECT","8",""
"SQL$Timed_Triggers","Index","AUTOINC","4",""
"SQL$Timed_Triggers","Monday","BOOLEAN","1",""
"SQL$Timed_Triggers","Tuesday","BOOLEAN","1",""
"SQL$Timed_Triggers","Wednesday","BOOLEAN","1",""
"SQL$Timed_Triggers","Thursday","BOOLEAN","1",""
"SQL$Timed_Triggers","Friday","BOOLEAN","1",""
"SQL$Timed_Triggers","Saturday","BOOLEAN","1",""
"SQL$Timed_Triggers","Sunday","BOOLEAN","1",""
"SQL$Timed_Triggers","DayOfMonth","BYTE","1",""
"SQL$Timed_Triggers","RunTime","TIME","4",""
"SQL$Timed_Triggers","LastRunDate","DATE","4",""
"SQL$Timed_Triggers","LastRunTime","TIME","4",""
"SQL$Timed_Triggers","SQL","CHARACTER LARGE OBJECT","8",""
"SQL$Timed_Triggers","Name","SHORTSTRING","31",""
"SQL$Timed_Triggers","Timeout","INTEGER","4",""
"SQL$Timed_Triggers","Always","BOOLEAN","1",""
"SageProjects","Idx","AUTOINC","4",""
"SageProjects","ProjectID","INTEGER","4",""
"SageProjects","ProjectReference","SHORTSTRING","21",""
"Sales_short","Type","INTEGER","4","Type"
"Sales_short","Slevel","INTEGER","4","Slevel"
"Sales_short","Loc1","INTEGER","4","Loc1"
"Sales_short","Loc2","INTEGER","4","Loc2"
"Sales_short","Loc3","INTEGER","4","Loc3"
"Sales_short","Loc4","INTEGER","4","Loc4"
"Sales_short","Loc5","INTEGER","4","Loc5"
"Sales_short","Loc6","INTEGER","4","Loc6"
"Sales_short","Loc7","INTEGER","4","Loc7"
"Sales_short","Loc8","INTEGER","4","Loc8"
"Sales_short","Loc9","INTEGER","4","Loc9"
"Sales_short","Loc10","INTEGER","4","Loc10"
"Sales_short","Loc11","INTEGER","4","Loc11"
"Sales_short","Loc12","INTEGER","4","Loc12"
"Sales_short","Loc13","INTEGER","4","Loc13"
"Sales_short","Loc14","INTEGER","4","Loc14"
"Sales_short","Loc15","INTEGER","4","Loc15"
"Sales_short","Loc16","INTEGER","4","Loc16"
"Sales_short","Description","SHORTSTRING","51","Description"
"Sales_short","Category","INTEGER","4","Category"
"Sales_short","Description_1","INTEGER","4","Description_1"
"Sales_short","SortOrder","INTEGER","4","SortOrder"
"ScheduledDataUpdates","Idx","AUTOINC","4",""
"ScheduledDataUpdates","DBVersion","INTEGER","4",""
"ScheduledDataUpdates","Narrative","CHARACTER VARYING","256",""
"ScheduledDataUpdates","RecordsToBeChanged","INTEGER","4",""
"ScheduledDataUpdates","CreatedDate","TIMESTAMP","8",""
"ScheduledDataUpdates","CompletedDate","TIMESTAMP","8",""
"ScheduledDataUpdates","SQLCode","CHARACTER LARGE OBJECT","8",""
"ServicePics","IDX","AUTOINC","4",""
"ServicePics","xServiceID","INTEGER","4",""
"ServicePics","Photo","IMAGE","8",""
"ServicePics","ImageClassName","SHORTSTRING","26",""
"Similars","IDX","AUTOINC","4",""
"Similars","Name","SHORTSTRING","101",""
"Sites","IDX","INTEGER","4",""
"Sites","SiteName","SHORTSTRING","51",""
"Sites","WarehouseSites","BIGINT","8","bitwise store of sites whose wareshouses are available to IDX"
"Sites","xCurrency","BYTE","1","looks up currency table"
"Sites","xLegalEntity","INTEGER","4",""
"Sites","SortOrder","INTEGER","4",""
"SmartTagCategory","Idx","AUTOINC","4",""
"SmartTagCategory","Description","SHORTSTRING","51",""
"SmartTagCategory","Pen","INTEGER","4",""
"SmartTagCategory","Brush","INTEGER","4",""
"SmartTagCategory","TextColor","INTEGER","4",""
"SmartTagCategory","TagType","BYTE","1","TTagType = (ttSystem, ttJob, ttCompany, ttPerson, ttEquipmentType, ttEquipmentItem, ttProject, ttCRM, ttEquipmentList, ttPurchas"
"SmartTags","Idx","AUTOINC","4",""
"SmartTags","Tag","CHARACTER VARYING","256",""
"SmartTags","xCurrentCategory","INTEGER","4",""
"SmartTags","xCreatedCategory","INTEGER","4",""
"SmartTags","TagValue","CHARACTER VARYING","256",""
"SmartTags","TagOwnerType","BYTE","1","TTagType = (ttSystem, ttJob, ttCompany, ttPerson, ttEquipmentType, ttEquipmentItem, ttProject, ttCRM, ttEquipmentList, ttPurchas"
"SmartTags","xRef","INTEGER","4",""
"SmartTags","SortOrder","INTEGER","4",""
"SmartTags","xParentTag","INTEGER","4",""
"SmartTags","Original","BOOLEAN","1",""
"SmartTags","xCreatedBy","INTEGER","4",""
"StockTakeDetails","IDX","AUTOINC","4",""
"StockTakeDetails","xStockTake","INTEGER","4",""
"StockTakeDetails","xTypeID","INTEGER","4",""
"StockTakeDetails","Quantity","INTEGER","4",""
"StockTakeDetails","xItemID","INTEGER","4",""
"StockTakeDetails","xUserSeen","INTEGER","4",""
"StockTakeDetails","SeenDate","TIMESTAMP","8",""
"StockTakeDetails","xAction","INTEGER","4",""
"StockTakeDetails","xActionLookup","INTEGER","4","e.g. site or warehouse"
"StockTakeDetails","ActionNotes","CHARACTER LARGE OBJECT","8",""
"StockTakeDetails","xUserProcessed","INTEGER","4",""
"StockTakeDetails","ProcessedDate","TIMESTAMP","8",""
"StockTakeDetails","xActioned","INTEGER","4",""
"StockTakeDetails","xActionedLookup","INTEGER","4","e.g. site or warehouse"
"StockTakeDetails","xUserActioned","INTEGER","4",""
"StockTakeDetails","ActionedDate","TIMESTAMP","8",""
"StockTakeDetails","ActionedNotes","CHARACTER LARGE OBJECT","8",""
"StockTakeDetails","xSystemRecord","INTEGER","4",""
"StockTakeGroups","Idx","AUTOINC","4",""
"StockTakeGroups","Title","CHARACTER VARYING","101",""
"StockTakeGroups","CustomSQLRunDate","TIMESTAMP","8",""
"StockTakes","IDX","AUTOINC","4",""
"StockTakes","Title","SHORTSTRING","51",""
"StockTakes","StartDate","TIMESTAMP","8",""
"StockTakes","xWarehouse","INTEGER","4",""
"StockTakes","Active","BOOLEAN","1",""
"StockTakes","InActiveDate","TIMESTAMP","8",""
"StockTakes","xCreatedBy","INTEGER","4",""
"StockTakes","CreatedDate","TIMESTAMP","8",""
"StockTakes","CustomSQLRunDate","TIMESTAMP","8",""
"StockTakes","xStockTakeGroup","INTEGER","4",""
"TERMS","Terms_Idx","AUTOINC","4","Terms_Idx"
"TERMS","Days","SMALLINT","2","Days"
"TERMS","Terms","SHORTSTRING","26","Terms"
"TRANJOB","idx","AUTOINC","4",""
"TRANJOB","Spec_vehicle","INTEGER","4","Spec_vehicle"
"TRANJOB","Request","INTEGER","4","looks up Tranplan.TransportCounter"
"TRANJOB","ActualDate","TIMESTAMP","8","ActualDate"
"TRANJOB","ActualBackDate","TIMESTAMP","8",""
"TRANJOB","Diststart","INTEGER","4","Diststart"
"TRANJOB","DistReturn","INTEGER","4","DistReturn"
"Tranplan","TransportCounter","AUTOINC","4","TransportCounter"
"Tranplan","Job_number","INTEGER","4","Job_number"
"Tranplan","xHeader","INTEGER","4",""
"Tranplan","Vehicle_Type","INTEGER","4","Vehicle_Type"
"Tranplan","xStatus","SMALLINT","2",""
"Tranplan","Qty","INTEGER","4",""
"Tranplan","BeforeAfter","SHORTSTRING","2","Legacy"
"Tranplan","Time","TIME","4","Legacy"
"Tranplan","Date","DATE","4","Legacy"
"Tranplan","Pickup","BOOLEAN","1","Legacy"
"Tranplan","TripMode","BYTE","1","TTripMode"
"Tranplan","StartDate","TIMESTAMP","8",""
"Tranplan","EndDate","TIMESTAMP","8",""
"Tranplan","Period","FLOAT","4",""
"Tranplan","PeriodUnitPrice","MONEY","8",""
"Tranplan","Distance","INTEGER","4",""
"Tranplan","DistanceUnitPrice","MONEY","8",""
"Tranplan","DistanceChargeMode","BYTE","1","TDistanceChargeMode"
"Tranplan","Notes","CHARACTER LARGE OBJECT","8","Notes"
"Tranplan","CollectAddress","INTEGER","4","Going to Address"
"Tranplan","Allocated","BOOLEAN","1","Legacy"
"Tranplan","Charge","MONEY","8","Charge"
"Tranplan","TaxCharge","MONEY","8",""
"Tranplan","ChargeIncTax","MONEY","8",""
"Tranplan","LastQuotedTotal","MONEY","8",""
"Tranplan","InvoicedTotal","MONEY","8",""
"Tranplan","Invoiced","BOOLEAN","1",""
"Tranplan","DeliveryAddress","INTEGER","4","Dest Warehouse - internal runs only"
"Tranplan","Supplier","INTEGER","4","Supplier"
"Tranplan","Cost","MONEY","8","Cost"
"Tranplan","Purchased","MONEY","8","Purchased"
"Tranplan","Driver","INTEGER","4","Driver"
"Tranplan","Selected","BOOLEAN","1",""
"Tranplan","QtyAlloc","INTEGER","4",""
"Tranplan","CreatedBy","INTEGER","4",""
"Tranplan","CreatedDate","TIMESTAMP","8",""
"Tranplan","ModifiedBy","INTEGER","4",""
"Tranplan","ModifiedDate","TIMESTAMP","8",""
"Tranplan","Ordered","BOOLEAN","1",""
"Tranplan","EqlistsAllocated","INTEGER","4",""
"Tranplan","xTransportTask","INTEGER","4",""
"Tranplan","Active","BOOLEAN","1",""
"Tranplan","QuoteCount","INTEGER","4",""
"Tranplan","DeliveryAddressType","BYTE","1","TMultiAddressType = (matMain, matAccounts, matDelivery, matRegistered)"
"TranplanHeader","Idx","AUTOINC","4",""
"TranplanHeader","xJob","INTEGER","4",""
"TranplanHeader","xTranplanFunction","INTEGER","4",""
"TranplanHeader","Description","SHORTSTRING","101",""
"TranplanHeader","xStatus","SMALLINT","2",""
"TranplanHeader","CreatedBy","INTEGER","4",""
"TranplanHeader","CreatedDate","TIMESTAMP","8",""
"TranplanHeader","ModifiedBy","INTEGER","4",""
"TranplanHeader","ModifiedDate","TIMESTAMP","8",""
"TransDistancePriceBands","IDX","AUTOINC","4",""
"TransDistancePriceBands","xVehicleType","INTEGER","4",""
"TransDistancePriceBands","Distance","INTEGER","4",""
"TransDistancePriceBands","DistanceA","MONEY","8",""
"TransDistancePriceBands","DistanceB","MONEY","8",""
"TransDistancePriceBands","DistanceC","MONEY","8",""
"TransDistancePriceBands","DistanceD","MONEY","8",""
"TransEqlNew","Idx","AUTOINC","4","Idx"
"TransEqlNew","Eqlno","INTEGER","4","Eqlno"
"TransEqlNew","TransportRef","INTEGER","4","TransportRef"
"TransFunction","Idx","AUTOINC","4",""
